"Funding","Accommodation","Distance","FinLit","StudyHrs","Outings","Spending"
1,3,"Close","Low","Moderate","Low",6543.58
1,3,"Close","Low","Moderate","Low",6628.25
1,3,"Close","Low","Moderate","Low",8018.54
1,3,"Close","Low","Moderate","Low",5630.74
1,3,"Close","Low","Moderate","Low",6724.29
1,3,"Close","Low","Moderate","Low",6659.24
1,3,"Close","Low","Moderate","Low",5114.13
0,1,"Far","Low","Moderate","Low",1200
0,1,"Far","Low","Moderate","Low",1763.11
0,1,"Far","Low","Moderate","Low",3144.87
0,1,"Far","Low","Moderate","Low",3123.46
0,1,"Far","Low","Moderate","Low",1200
0,1,"Far","Low","Moderate","Low",2746.38
0,1,"Far","Low","Moderate","Low",1200
0,1,"Far","Low","Moderate","Low",4128.97
0,1,"Far","Low","Moderate","Low",3028.18
0,1,"Far","Low","Moderate","Low",2075.12
0,1,"Far","Low","Moderate","Low",3909.38
0,1,"Far","Low","Moderate","Low",1466.09
0,1,"Far","Low","Moderate","Low",4824.16
0,1,"Far","Low","Moderate","Low",1629.94
0,1,"Far","Low","Moderate","Low",1200
1,1,"Far","Low","Moderate","Low",1886.18
1,1,"Far","Low","Moderate","Low",2811.85
1,1,"Far","Low","Moderate","Low",3108.69
1,1,"Far","Low","Moderate","Low",2081.14
1,1,"Far","Low","Moderate","Low",2751.89
1,1,"Far","Low","Moderate","Low",3851.65
1,1,"Far","Low","Moderate","Low",3825.93
1,1,"Far","Low","Moderate","Low",3582.18
1,1,"Far","Low","Moderate","Low",1889.98
1,1,"Far","Low","Moderate","Low",3751.35
1,1,"Far","Low","Moderate","Low",5715.5
1,1,"Far","Low","Moderate","Low",2066.08
1,1,"Far","Low","Moderate","Low",6567.23
1,1,"Far","Low","Moderate","Low",4828.35
1,1,"Far","Low","Moderate","Low",1314.55
0,2,"Far","Low","Moderate","Low",2171.57
0,2,"Far","Low","Moderate","Low",3249.44
0,2,"Far","Low","Moderate","Low",3746.36
0,2,"Far","Low","Moderate","Low",2243.43
0,2,"Far","Low","Moderate","Low",2678.09
0,2,"Far","Low","Moderate","Low",4370.91
0,2,"Far","Low","Moderate","Low",4208.69
0,2,"Far","Low","Moderate","Low",2504.71
0,2,"Far","Low","Moderate","Low",2969.41
0,2,"Far","Low","Moderate","Low",2241.98
0,2,"Far","Low","Moderate","Low",1200
0,2,"Far","Low","Moderate","Low",2770.78
0,2,"Far","Low","Moderate","Low",2695.68
0,2,"Far","Low","Moderate","Low",3575.24
0,2,"Far","Low","Moderate","Low",2132.52
1,2,"Far","Low","Moderate","Low",5035.79
1,2,"Far","Low","Moderate","Low",1919.55
1,2,"Far","Low","Moderate","Low",6941.16
1,2,"Far","Low","Moderate","Low",2388.82
1,2,"Far","Low","Moderate","Low",4973.44
1,2,"Far","Low","Moderate","Low",7386.07
1,2,"Far","Low","Moderate","Low",3093.75
1,2,"Far","Low","Moderate","Low",3636.63
1,2,"Far","Low","Moderate","Low",3130.47
1,2,"Far","Low","Moderate","Low",4417.39
1,2,"Far","Low","Moderate","Low",5162.91
1,2,"Far","Low","Moderate","Low",1738.34
1,2,"Far","Low","Moderate","Low",2564.44
1,2,"Far","Low","Moderate","Low",1955.37
1,2,"Far","Low","Moderate","Low",4965.01
0,3,"Far","Low","Moderate","Low",6710
0,3,"Far","Low","Moderate","Low",4929.34
0,3,"Far","Low","Moderate","Low",4418.73
0,3,"Far","Low","Moderate","Low",3392.77
0,3,"Far","Low","Moderate","Low",7226.47
0,3,"Far","Low","Moderate","Low",4859.4
0,3,"Far","Low","Moderate","Low",7281.79
0,3,"Far","Low","Moderate","Low",9391.75
0,3,"Far","Low","Moderate","Low",8321.13
0,3,"Far","Low","Moderate","Low",4735.6
0,3,"Far","Low","Moderate","Low",7978.47
0,3,"Far","Low","Moderate","Low",4993.27
0,3,"Far","Low","Moderate","Low",6575.7
0,3,"Far","Low","Moderate","Low",6370.34
0,3,"Far","Low","Moderate","Low",6997.11
1,3,"Far","Low","Moderate","Low",6614.79
1,3,"Far","Low","Moderate","Low",7080.88
1,3,"Far","Low","Moderate","Low",7642.97
1,3,"Far","Low","Moderate","Low",3098.21
1,3,"Far","Low","Moderate","Low",6149.36
1,3,"Far","Low","Moderate","Low",7225.79
1,3,"Far","Low","Moderate","Low",6942.23
1,3,"Far","Low","Moderate","Low",6814.62
1,3,"Far","Low","Moderate","Low",9452.88
1,3,"Far","Low","Moderate","Low",6382.57
1,3,"Far","Low","Moderate","Low",6748.8
1,3,"Far","Low","Moderate","Low",6397.62
1,3,"Far","Low","Moderate","Low",10474.18
1,3,"Far","Low","Moderate","Low",5573.1
1,3,"Far","Low","Moderate","Low",8408.53
0,1,"Close","Moderate","Moderate","Low",3777.63
0,1,"Close","Moderate","Moderate","Low",1200
0,1,"Close","Moderate","Moderate","Low",3942.18
0,1,"Close","Moderate","Moderate","Low",2872.87
0,1,"Close","Moderate","Moderate","Low",3562.24
0,1,"Close","Moderate","Moderate","Low",1200
0,1,"Close","Moderate","Moderate","Low",1200
0,1,"Close","Moderate","Moderate","Low",1261.89
0,1,"Close","Moderate","Moderate","Low",2210.77
0,1,"Close","Moderate","Moderate","Low",1797.79
0,1,"Close","Moderate","Moderate","Low",1655.16
0,1,"Close","Moderate","Moderate","Low",2888.52
0,1,"Close","Moderate","Moderate","Low",3407.85
0,1,"Close","Moderate","Moderate","Low",4649.89
0,1,"Close","Moderate","Moderate","Low",2896
1,1,"Close","Moderate","Moderate","Low",1200
1,1,"Close","Moderate","Moderate","Low",1200
1,1,"Close","Moderate","Moderate","Low",4601.17
1,1,"Close","Moderate","Moderate","Low",1750.65
1,1,"Close","Moderate","Moderate","Low",2983.42
1,1,"Close","Moderate","Moderate","Low",3060.09
1,1,"Close","Moderate","Moderate","Low",3500.12
1,1,"Close","Moderate","Moderate","Low",1706.6
1,1,"Close","Moderate","Moderate","Low",1858.51
1,1,"Close","Moderate","Moderate","Low",3122.57
1,1,"Close","Moderate","Moderate","Low",1200
1,1,"Close","Moderate","Moderate","Low",2025.72
1,1,"Close","Moderate","Moderate","Low",1439.35
1,1,"Close","Moderate","Moderate","Low",1200
1,1,"Close","Moderate","Moderate","Low",2667.88
0,2,"Close","Moderate","Moderate","Low",3493.52
0,2,"Close","Moderate","Moderate","Low",2912.19
0,2,"Close","Moderate","Moderate","Low",3301.19
0,2,"Close","Moderate","Moderate","Low",2600.89
0,2,"Close","Moderate","Moderate","Low",2460.53
0,2,"Close","Moderate","Moderate","Low",1200
0,2,"Close","Moderate","Moderate","Low",4749.13
0,2,"Close","Moderate","Moderate","Low",5155.6
0,2,"Close","Moderate","Moderate","Low",4177.37
0,2,"Close","Moderate","Moderate","Low",3723.29
0,2,"Close","Moderate","Moderate","Low",2886.65
0,2,"Close","Moderate","Moderate","Low",2083.92
0,2,"Close","Moderate","Moderate","Low",3069.73
0,2,"Close","Moderate","Moderate","Low",1837.31
0,2,"Close","Moderate","Moderate","Low",3910.72
1,2,"Close","Moderate","Moderate","Low",3906.15
1,2,"Close","Moderate","Moderate","Low",3266.51
1,2,"Close","Moderate","Moderate","Low",2828.36
1,2,"Close","Moderate","Moderate","Low",3747.97
1,2,"Close","Moderate","Moderate","Low",4443.91
1,2,"Close","Moderate","Moderate","Low",5585.03
1,2,"Close","Moderate","Moderate","Low",1200
1,2,"Close","Moderate","Moderate","Low",2260.75
1,2,"Close","Moderate","Moderate","Low",6071.76
1,2,"Close","Moderate","Moderate","Low",2979.5
1,2,"Close","Moderate","Moderate","Low",5897.59
1,2,"Close","Moderate","Moderate","Low",1932.19
1,2,"Close","Moderate","Moderate","Low",5197.62
1,2,"Close","Moderate","Moderate","Low",1831.68
1,2,"Close","Moderate","Moderate","Low",1814.91
0,3,"Close","Moderate","Moderate","Low",5587.71
0,3,"Close","Moderate","Moderate","Low",4646.52
0,3,"Close","Moderate","Moderate","Low",3264.57
0,3,"Close","Moderate","Moderate","Low",3274.92
0,3,"Close","Moderate","Moderate","Low",5608.25
0,3,"Close","Moderate","Moderate","Low",3308.61
0,3,"Close","Moderate","Moderate","Low",6777.79
0,3,"Close","Moderate","Moderate","Low",7235.07
0,3,"Close","Moderate","Moderate","Low",3108.57
0,3,"Close","Moderate","Moderate","Low",2212.55
0,3,"Close","Moderate","Moderate","Low",1477.87
0,3,"Close","Moderate","Moderate","Low",6387.15
0,3,"Close","Moderate","Moderate","Low",3308.98
0,3,"Close","Moderate","Moderate","Low",6776.61
0,3,"Close","Moderate","Moderate","Low",4752.83
1,3,"Close","Moderate","Moderate","Low",3391.2
1,3,"Close","Moderate","Moderate","Low",4154.37
1,3,"Close","Moderate","Moderate","Low",5677.84
1,3,"Close","Moderate","Moderate","Low",8927.97
1,3,"Close","Moderate","Moderate","Low",6214.95
1,3,"Close","Moderate","Moderate","Low",2951.32
1,3,"Close","Moderate","Moderate","Low",4770.88
1,3,"Close","Moderate","Moderate","Low",3626.84
1,3,"Close","Moderate","Moderate","Low",3832.74
1,3,"Close","Moderate","Moderate","Low",6831.21
1,3,"Close","Moderate","Moderate","Low",4879.14
1,3,"Close","Moderate","Moderate","Low",7377.66
1,3,"Close","Moderate","Moderate","Low",6000.6
1,3,"Close","Moderate","Moderate","Low",5682.86
1,3,"Close","Moderate","Moderate","Low",8328.61
0,1,"Far","Moderate","Moderate","Low",1721.63
0,1,"Far","Moderate","Moderate","Low",3141.55
0,1,"Far","Moderate","Moderate","Low",8237.19
0,1,"Far","Moderate","Moderate","Low",2013.48
0,1,"Far","Moderate","Moderate","Low",5549.99
0,1,"Far","Moderate","Moderate","Low",1200
0,1,"Far","Moderate","Moderate","Low",3054.16
0,1,"Far","Moderate","Moderate","Low",1697.1
0,1,"Far","Moderate","Moderate","Low",1200
0,1,"Far","Moderate","Moderate","Low",1579.36
0,1,"Far","Moderate","Moderate","Low",6436.84
0,1,"Far","Moderate","Moderate","Low",2282.89
0,1,"Far","Moderate","Moderate","Low",1667.65
0,1,"Far","Moderate","Moderate","Low",4338.43
0,1,"Far","Moderate","Moderate","Low",1453.92
1,1,"Far","Moderate","Moderate","Low",3489.53
1,1,"Far","Moderate","Moderate","Low",3562.29
1,1,"Far","Moderate","Moderate","Low",2408.62
1,1,"Far","Moderate","Moderate","Low",2479.2
1,1,"Far","Moderate","Moderate","Low",5847.68
1,1,"Far","Moderate","Moderate","Low",2835.47
1,1,"Far","Moderate","Moderate","Low",6688.93
1,1,"Far","Moderate","Moderate","Low",2764.8
1,1,"Far","Moderate","Moderate","Low",2690.99
1,1,"Far","Moderate","Moderate","Low",2090.39
1,1,"Far","Moderate","Moderate","Low",1200
1,1,"Far","Moderate","Moderate","Low",1200
1,1,"Far","Moderate","Moderate","Low",2941.27
1,1,"Far","Moderate","Moderate","Low",1880.21
1,1,"Far","Moderate","Moderate","Low",5677.06
0,2,"Far","Moderate","Moderate","Low",4002.46
0,2,"Far","Moderate","Moderate","Low",2621.12
0,2,"Far","Moderate","Moderate","Low",5156.63
0,2,"Far","Moderate","Moderate","Low",2257.27
0,2,"Far","Moderate","Moderate","Low",3728.46
0,2,"Far","Moderate","Moderate","Low",4509.63
0,2,"Far","Moderate","Moderate","Low",3518.72
0,2,"Far","Moderate","Moderate","Low",3069.56
0,2,"Far","Moderate","Moderate","Low",3003.51
0,2,"Far","Moderate","Moderate","Low",2825.14
0,2,"Far","Moderate","Moderate","Low",5869.19
0,2,"Far","Moderate","Moderate","Low",3472.99
0,2,"Far","Moderate","Moderate","Low",1933.41
0,2,"Far","Moderate","Moderate","Low",2574.21
0,2,"Far","Moderate","Moderate","Low",1770.2
1,2,"Far","Moderate","Moderate","Low",4668.73
1,2,"Far","Moderate","Moderate","Low",3468.67
1,2,"Far","Moderate","Moderate","Low",4421.74
1,2,"Far","Moderate","Moderate","Low",4457.79
1,2,"Far","Moderate","Moderate","Low",1200
1,2,"Far","Moderate","Moderate","Low",2492.47
1,2,"Far","Moderate","Moderate","Low",7504.76
1,2,"Far","Moderate","Moderate","Low",4278.62
1,2,"Far","Moderate","Moderate","Low",3716.13
1,2,"Far","Moderate","Moderate","Low",4815.1
1,2,"Far","Moderate","Moderate","Low",4876.41
1,2,"Far","Moderate","Moderate","Low",1770.53
1,2,"Far","Moderate","Moderate","Low",3962.47
1,2,"Far","Moderate","Moderate","Low",5152.16
1,2,"Far","Moderate","Moderate","Low",4334.73
0,3,"Far","Moderate","Moderate","Low",5392.57
0,3,"Far","Moderate","Moderate","Low",5436.8
0,3,"Far","Moderate","Moderate","Low",4079.71
0,3,"Far","Moderate","Moderate","Low",5264.32
0,3,"Far","Moderate","Moderate","Low",6461.32
0,3,"Far","Moderate","Moderate","Low",4692.74
0,3,"Far","Moderate","Moderate","Low",5847.43
0,3,"Far","Moderate","Moderate","Low",6206.37
0,3,"Far","Moderate","Moderate","Low",7368.87
0,3,"Far","Moderate","Moderate","Low",3150.65
0,3,"Far","Moderate","Moderate","Low",6013.4
0,3,"Far","Moderate","Moderate","Low",7454.99
0,3,"Far","Moderate","Moderate","Low",6339.24
0,3,"Far","Moderate","Moderate","Low",2722.26
0,3,"Far","Moderate","Moderate","Low",5643.6
1,3,"Far","Moderate","Moderate","Low",8412.55
1,3,"Far","Moderate","Moderate","Low",4659.46
1,3,"Far","Moderate","Moderate","Low",6550.09
1,3,"Far","Moderate","Moderate","Low",5107.14
1,3,"Far","Moderate","Moderate","Low",8025.42
1,3,"Far","Moderate","Moderate","Low",8216.32
1,3,"Far","Moderate","Moderate","Low",6789.34
1,3,"Far","Moderate","Moderate","Low",7124.32
1,3,"Far","Moderate","Moderate","Low",6107.95
1,3,"Far","Moderate","Moderate","Low",9895.91
1,3,"Far","Moderate","Moderate","Low",7987.61
1,3,"Far","Moderate","Moderate","Low",4113.74
1,3,"Far","Moderate","Moderate","Low",4033.57
1,3,"Far","Moderate","Moderate","Low",6279.44
1,3,"Far","Moderate","Moderate","Low",5745.39
0,1,"Close","High","Moderate","Low",1799.31
0,1,"Close","High","Moderate","Low",1200
0,1,"Close","High","Moderate","Low",1200
0,1,"Close","High","Moderate","Low",2997.7
0,1,"Close","High","Moderate","Low",2913.26
0,1,"Close","High","Moderate","Low",2558.3
0,1,"Close","High","Moderate","Low",1355.94
0,1,"Close","High","Moderate","Low",2781.6
0,1,"Close","High","Moderate","Low",1200
0,1,"Close","High","Moderate","Low",1200
0,1,"Close","High","Moderate","Low",3339.03
0,1,"Close","High","Moderate","Low",1200
0,1,"Close","High","Moderate","Low",1873.82
0,1,"Close","High","Moderate","Low",4416.54
0,1,"Close","High","Moderate","Low",1200
1,1,"Close","High","Moderate","Low",1200
1,1,"Close","High","Moderate","Low",1200
1,1,"Close","High","Moderate","Low",1592.61
1,1,"Close","High","Moderate","Low",1594.8
1,1,"Close","High","Moderate","Low",3477.66
1,1,"Close","High","Moderate","Low",1200
1,1,"Close","High","Moderate","Low",1404.99
1,1,"Close","High","Moderate","Low",1676.97
1,1,"Close","High","Moderate","Low",2464.9
1,1,"Close","High","Moderate","Low",2945.42
1,1,"Close","High","Moderate","Low",1200
1,1,"Close","High","Moderate","Low",2368.4
1,1,"Close","High","Moderate","Low",2481.15
1,1,"Close","High","Moderate","Low",2018.87
1,1,"Close","High","Moderate","Low",4227.35
0,2,"Close","High","Moderate","Low",1200
0,2,"Close","High","Moderate","Low",3266.4
0,2,"Close","High","Moderate","Low",4277.79
0,2,"Close","High","Moderate","Low",1200
0,2,"Close","High","Moderate","Low",2489.51
0,2,"Close","High","Moderate","Low",1200
0,2,"Close","High","Moderate","Low",1659.57
0,2,"Close","High","Moderate","Low",2307.93
0,2,"Close","High","Moderate","Low",1975.8
0,2,"Close","High","Moderate","Low",5481.84
0,2,"Close","High","Moderate","Low",2099.32
0,2,"Close","High","Moderate","Low",1200
0,2,"Close","High","Moderate","Low",1200
0,2,"Close","High","Moderate","Low",1722.15
0,2,"Close","High","Moderate","Low",1509.14
1,2,"Close","High","Moderate","Low",3778.62
1,2,"Close","High","Moderate","Low",1618.06
1,2,"Close","High","Moderate","Low",3654.09
1,2,"Close","High","Moderate","Low",2212.61
1,2,"Close","High","Moderate","Low",1200
1,2,"Close","High","Moderate","Low",2638.8
1,2,"Close","High","Moderate","Low",1709.91
1,2,"Close","High","Moderate","Low",2772.62
1,2,"Close","High","Moderate","Low",5436.93
1,2,"Close","High","Moderate","Low",2595.27
1,2,"Close","High","Moderate","Low",2491.05
1,2,"Close","High","Moderate","Low",1200
1,2,"Close","High","Moderate","Low",3116.28
1,2,"Close","High","Moderate","Low",2454.08
1,2,"Close","High","Moderate","Low",5186.69
0,3,"Close","High","Moderate","Low",1387.19
0,3,"Close","High","Moderate","Low",3220.56
0,3,"Close","High","Moderate","Low",3724.29
0,3,"Close","High","Moderate","Low",4712.81
0,3,"Close","High","Moderate","Low",3579.37
0,3,"Close","High","Moderate","Low",4924.58
0,3,"Close","High","Moderate","Low",8681.61
0,3,"Close","High","Moderate","Low",3962.06
0,3,"Close","High","Moderate","Low",4763.72
0,3,"Close","High","Moderate","Low",3376.62
0,3,"Close","High","Moderate","Low",6387.3
0,3,"Close","High","Moderate","Low",2566.68
0,3,"Close","High","Moderate","Low",3896.63
0,3,"Close","High","Moderate","Low",5038.12
0,3,"Close","High","Moderate","Low",6018.78
1,3,"Close","High","Moderate","Low",5517.75
1,3,"Close","High","Moderate","Low",6163.62
1,3,"Close","High","Moderate","Low",2792.29
1,3,"Close","High","Moderate","Low",4148.48
1,3,"Close","High","Moderate","Low",4949.77
1,3,"Close","High","Moderate","Low",6835.48
1,3,"Close","High","Moderate","Low",5075.15
1,3,"Close","High","Moderate","Low",4691.5
1,3,"Close","High","Moderate","Low",5229.56
1,3,"Close","High","Moderate","Low",3305.55
1,3,"Close","High","Moderate","Low",2756.31
1,3,"Close","High","Moderate","Low",5808.01
1,3,"Close","High","Moderate","Low",3602.49
1,3,"Close","High","Moderate","Low",5577.2
1,3,"Close","High","Moderate","Low",2996.79
0,1,"Far","High","Moderate","Low",1200
0,1,"Far","High","Moderate","Low",2199.19
0,1,"Far","High","Moderate","Low",1200
0,1,"Far","High","Moderate","Low",1831.14
0,1,"Far","High","Moderate","Low",2479.91
0,1,"Far","High","Moderate","Low",4748.71
0,1,"Far","High","Moderate","Low",1200
0,1,"Far","High","Moderate","Low",2840.68
0,1,"Far","High","Moderate","Low",3262.23
0,1,"Far","High","Moderate","Low",5948.51
0,1,"Far","High","Moderate","Low",5021.43
0,1,"Far","High","Moderate","Low",3585.62
0,1,"Far","High","Moderate","Low",4295.18
0,1,"Far","High","Moderate","Low",1523.66
0,1,"Far","High","Moderate","Low",3852.61
1,1,"Far","High","Moderate","Low",1577.08
1,1,"Far","High","Moderate","Low",3681.76
1,1,"Far","High","Moderate","Low",2793.06
1,1,"Far","High","Moderate","Low",1760.8
1,1,"Far","High","Moderate","Low",3273.28
1,1,"Far","High","Moderate","Low",4012.48
1,1,"Far","High","Moderate","Low",3643.2
1,1,"Far","High","Moderate","Low",1200
1,1,"Far","High","Moderate","Low",1200
1,1,"Far","High","Moderate","Low",2247.85
1,1,"Far","High","Moderate","Low",1200
1,1,"Far","High","Moderate","Low",2616.77
1,1,"Far","High","Moderate","Low",2569.52
1,1,"Far","High","Moderate","Low",1773.74
1,1,"Far","High","Moderate","Low",1200
0,2,"Far","High","Moderate","Low",2202.1
0,2,"Far","High","Moderate","Low",2238.7
0,2,"Far","High","Moderate","Low",1200
0,2,"Far","High","Moderate","Low",3934.53
0,2,"Far","High","Moderate","Low",2675.34
0,2,"Far","High","Moderate","Low",3041.65
0,2,"Far","High","Moderate","Low",3936.27
0,2,"Far","High","Moderate","Low",4865.37
0,2,"Far","High","Moderate","Low",1200
0,2,"Far","High","Moderate","Low",6790.93
0,2,"Far","High","Moderate","Low",1838.14
0,2,"Far","High","Moderate","Low",3097.79
0,2,"Far","High","Moderate","Low",3851.48
0,2,"Far","High","Moderate","Low",2165.88
0,2,"Far","High","Moderate","Low",4804.63
1,2,"Far","High","Moderate","Low",2918.05
1,2,"Far","High","Moderate","Low",3105.74
1,2,"Far","High","Moderate","Low",7431.83
1,2,"Far","High","Moderate","Low",3523.77
1,2,"Far","High","Moderate","Low",4177.78
1,2,"Far","High","Moderate","Low",1200
1,2,"Far","High","Moderate","Low",3691.28
1,2,"Far","High","Moderate","Low",3475.38
1,2,"Far","High","Moderate","Low",1200
1,2,"Far","High","Moderate","Low",3047.35
1,2,"Far","High","Moderate","Low",1952.06
1,2,"Far","High","Moderate","Low",1945.63
1,2,"Far","High","Moderate","Low",3326.3
1,2,"Far","High","Moderate","Low",3598.98
1,2,"Far","High","Moderate","Low",3842.04
0,3,"Far","High","Moderate","Low",7517.75
0,3,"Far","High","Moderate","Low",4433.08
0,3,"Far","High","Moderate","Low",5305.01
0,3,"Far","High","Moderate","Low",5671.28
0,3,"Far","High","Moderate","Low",6610.22
0,3,"Far","High","Moderate","Low",3420.22
0,3,"Far","High","Moderate","Low",5376.12
0,3,"Far","High","Moderate","Low",5553.31
0,3,"Far","High","Moderate","Low",3161.29
0,3,"Far","High","Moderate","Low",3100.57
0,3,"Far","High","Moderate","Low",7375.94
0,3,"Far","High","Moderate","Low",6558.7
0,3,"Far","High","Moderate","Low",4269.7
0,3,"Far","High","Moderate","Low",5714.73
0,3,"Far","High","Moderate","Low",5059.3
1,3,"Far","High","Moderate","Low",4526.51
1,3,"Far","High","Moderate","Low",7171.39
1,3,"Far","High","Moderate","Low",4694.74
1,3,"Far","High","Moderate","Low",6032.95
1,3,"Far","High","Moderate","Low",6765.45
1,3,"Far","High","Moderate","Low",7713.52
1,3,"Far","High","Moderate","Low",4702.58
1,3,"Far","High","Moderate","Low",8007.04
1,3,"Far","High","Moderate","Low",9259.02
1,3,"Far","High","Moderate","Low",6002.67
1,3,"Far","High","Moderate","Low",4397.88
1,3,"Far","High","Moderate","Low",4521.31
1,3,"Far","High","Moderate","Low",4887.88
1,3,"Far","High","Moderate","Low",6654.82
1,3,"Far","High","Moderate","Low",8072.05
0,1,"Close","Low","High","Low",2239.34
0,1,"Close","Low","High","Low",1200
0,1,"Close","Low","High","Low",1352.71
0,1,"Close","Low","High","Low",4097.57
0,1,"Close","Low","High","Low",1200
0,1,"Close","Low","High","Low",2146.85
0,1,"Close","Low","High","Low",1201.72
0,1,"Close","Low","High","Low",3627.9
0,1,"Close","Low","High","Low",2757.97
0,1,"Close","Low","High","Low",1722.88
0,1,"Close","Low","High","Low",1200
0,1,"Close","Low","High","Low",2598.98
0,1,"Close","Low","High","Low",1200
0,1,"Close","Low","High","Low",1334.7
0,1,"Close","Low","High","Low",4730.02
