"student_spending","hours_study_cat","fin_lit_cat","living_arr","funding_cat","social_outings_cat","distance_cat"
2127.5692741597,"Low","High","On-campus","NSFAS","Low","Near"
1728.75310085942,"Low","High","On-campus","NSFAS","Low","Near"
1907.6542076578,"Low","High","On-campus","NSFAS","Low","Near"
1776.21054977911,"Low","High","On-campus","NSFAS","Low","Near"
2067.99123851969,"High","High","On-campus","NSFAS","Low","Near"
1762.8818877611,"High","High","On-campus","NSFAS","Low","Near"
1979.62594147206,"High","High","On-campus","NSFAS","Low","Near"
1752.32875534026,"High","High","On-campus","NSFAS","Low","Near"
1576.80319772462,"High","High","On-campus","NSFAS","Low","Near"
2152.50262761007,"High","High","On-campus","NSFAS","Low","Near"
2035.22500281857,"High","High","On-campus","NSFAS","Low","Near"
2281.06555978911,"High","High","On-campus","NSFAS","Low","Near"
1866.28848314483,"High","High","On-campus","NSFAS","Low","Near"
2131.25068645704,"High","High","On-campus","NSFAS","Low","Near"
2343.85476350477,"High","High","On-campus","NSFAS","Low","Near"
1779.62947124026,"High","High","On-campus","NSFAS","Low","Near"
1519.2622218112,"High","High","On-campus","NSFAS","Low","Near"
1790.16210821547,"High","High","On-campus","NSFAS","Low","Near"
1796.48969000365,"High","High","On-campus","NSFAS","Low","Near"
1887.92012612733,"High","High","On-campus","NSFAS","Low","Near"
2278.07624432982,"High","High","On-campus","NSFAS","Low","Near"
1768.46402687366,"High","High","On-campus","NSFAS","Low","Near"
1943.25116395123,"High","High","On-campus","NSFAS","Low","Near"
1793.07898377612,"High","High","On-campus","NSFAS","Low","Near"
2955.11267713126,"Low","Low","Off-campus","NSFAS","Low","Near"
3028.51441587657,"Low","Low","Off-campus","NSFAS","Low","Near"
3282.05367400925,"Low","Low","Off-campus","NSFAS","Low","Near"
2980.32959437269,"Low","Low","Off-campus","NSFAS","Low","Near"
3128.21058000778,"Low","Low","Off-campus","NSFAS","Low","Near"
3144.71500744588,"Low","Low","Off-campus","NSFAS","Low","Near"
3178.69331771391,"Low","Low","Off-campus","NSFAS","Low","Near"
2806.4013619539,"Low","Low","Off-campus","NSFAS","Low","Near"
3356.72030354867,"Low","Low","Off-campus","NSFAS","Low","Near"
2854.7608151765,"Low","Low","Off-campus","NSFAS","Low","Near"
2923.55395808756,"Low","Low","Off-campus","NSFAS","Low","Near"
3301.01256692854,"Low","Low","Off-campus","NSFAS","Low","Near"
3273.5209765364,"Low","Low","Off-campus","NSFAS","Low","Near"
2677.50203189719,"Low","Low","Off-campus","NSFAS","Low","Near"
2731.73224989563,"Low","Low","Off-campus","NSFAS","Low","Near"
2610.48023515735,"Low","Low","Off-campus","NSFAS","Low","Near"
2995.46179815496,"Low","Low","Off-campus","NSFAS","Low","Near"
2991.21021697962,"Low","Low","Off-campus","NSFAS","Low","Near"
3041.02867183877,"Low","Low","Off-campus","NSFAS","Low","Near"
3088.03942855464,"Low","Low","Off-campus","NSFAS","Low","Near"
2799.52678850375,"High","Low","Off-campus","NSFAS","Low","Near"
2701.57535222532,"High","Low","Off-campus","NSFAS","Low","Near"
3206.69626401873,"High","Low","Off-campus","NSFAS","Low","Near"
3137.76532565158,"High","Low","Off-campus","NSFAS","Low","Near"
2572.70836566782,"High","Low","Off-campus","NSFAS","Low","Near"
2926.21313728768,"High","Low","Off-campus","NSFAS","Low","Near"
2726.01304431088,"High","Low","Off-campus","NSFAS","Low","Near"
2432.31223236451,"High","Low","Off-campus","NSFAS","Low","Near"
2987.53003279704,"High","Low","Off-campus","NSFAS","Low","Near"
2930.19707268535,"High","Low","Off-campus","NSFAS","Low","Near"
2925.65768312173,"High","Low","Off-campus","NSFAS","Low","Near"
3004.03813545031,"High","Low","Off-campus","NSFAS","Low","Near"
3170.61629109915,"High","Low","Off-campus","NSFAS","Low","Near"
3001.39937612085,"High","Low","Off-campus","NSFAS","Low","Near"
2795.89103928162,"High","Low","Off-campus","NSFAS","Low","Near"
2766.30018701968,"High","Low","Off-campus","NSFAS","Low","Near"
2917.0493017397,"High","Low","Off-campus","NSFAS","Low","Near"
3027.50424664474,"High","Low","Off-campus","NSFAS","Low","Near"
2690.07991182449,"High","Low","Off-campus","NSFAS","Low","Near"
2903.9227827894,"High","Low","Off-campus","NSFAS","Low","Near"
2891.81681504198,"Low","Medium","Off-campus","NSFAS","Low","Near"
2622.92997719138,"Low","Medium","Off-campus","NSFAS","Low","Near"
2475.3948331014,"Low","Medium","Off-campus","NSFAS","Low","Near"
2581.01370789361,"Low","Medium","Off-campus","NSFAS","Low","Near"
2928.66213634049,"Low","Medium","Off-campus","NSFAS","Low","Near"
2787.51099030353,"Low","Medium","Off-campus","NSFAS","Low","Near"
2959.1689500204,"Low","Medium","Off-campus","NSFAS","Low","Near"
2684.77446429044,"Low","Medium","Off-campus","NSFAS","Low","Near"
2752.56877412261,"Low","Medium","Off-campus","NSFAS","Low","Near"
2510.38577191297,"Low","Medium","Off-campus","NSFAS","Low","Near"
2801.34266723258,"Low","Medium","Off-campus","NSFAS","Low","Near"
2523.41661445269,"Low","Medium","Off-campus","NSFAS","Low","Near"
2294.85862382606,"Low","Medium","Off-campus","NSFAS","Low","Near"
2681.99824142103,"Low","Medium","Off-campus","NSFAS","Low","Near"
3136.46280443286,"Low","Medium","Off-campus","NSFAS","Low","Near"
2850.22858489327,"Low","Medium","Off-campus","NSFAS","Low","Near"
2941.31334748656,"Low","Medium","Off-campus","NSFAS","Low","Near"
2739.71393077329,"Low","Medium","Off-campus","NSFAS","Low","Near"
2497.86070542094,"Low","Medium","Off-campus","NSFAS","Low","Near"
2599.43978622243,"Low","Medium","Off-campus","NSFAS","Low","Near"
2581.68797329702,"High","Medium","Off-campus","NSFAS","Low","Near"
2532.82505505448,"High","Medium","Off-campus","NSFAS","Low","Near"
2826.04182098243,"High","Medium","Off-campus","NSFAS","Low","Near"
2350.65912440865,"High","Medium","Off-campus","NSFAS","Low","Near"
2866.59153302819,"High","Medium","Off-campus","NSFAS","Low","Near"
2866.03812155647,"High","Medium","Off-campus","NSFAS","Low","Near"
2350.34441023281,"High","Medium","Off-campus","NSFAS","Low","Near"
2809.87299947513,"High","Medium","Off-campus","NSFAS","Low","Near"
3257.55666308613,"High","Medium","Off-campus","NSFAS","Low","Near"
2510.6961295146,"High","Medium","Off-campus","NSFAS","Low","Near"
2861.22606035202,"High","Medium","Off-campus","NSFAS","Low","Near"
2454.44953859515,"High","Medium","Off-campus","NSFAS","Low","Near"
2927.6778545507,"High","Medium","Off-campus","NSFAS","Low","Near"
2712.45617998164,"High","Medium","Off-campus","NSFAS","Low","Near"
3062.97884790579,"High","Medium","Off-campus","NSFAS","Low","Near"
2285.25731786577,"High","Medium","Off-campus","NSFAS","Low","Near"
2637.17552846866,"High","Medium","Off-campus","NSFAS","Low","Near"
2518.2687059686,"High","Medium","Off-campus","NSFAS","Low","Near"
2600.68378273093,"High","Medium","Off-campus","NSFAS","Low","Near"
2492.6053143285,"High","Medium","Off-campus","NSFAS","Low","Near"
2141.53910486625,"Low","High","Off-campus","NSFAS","Low","Near"
2494.68059365411,"Low","High","Off-campus","NSFAS","Low","Near"
2078.10482148077,"Low","High","Off-campus","NSFAS","Low","Near"
2721.00773288907,"Low","High","Off-campus","NSFAS","Low","Near"
2053.44835367156,"Low","High","Off-campus","NSFAS","Low","Near"
2375.26978784882,"Low","High","Off-campus","NSFAS","Low","Near"
2483.24732170662,"Low","High","Off-campus","NSFAS","Low","Near"
2496.68383477316,"Low","High","Off-campus","NSFAS","Low","Near"
2274.5633340334,"Low","High","Off-campus","NSFAS","Low","Near"
2369.8754988321,"Low","High","Off-campus","NSFAS","Low","Near"
2590.31603795242,"Low","High","Off-campus","NSFAS","Low","Near"
1985.88352073089,"Low","High","Off-campus","NSFAS","Low","Near"
2154.56507211698,"Low","High","Off-campus","NSFAS","Low","Near"
2430.10057857915,"Low","High","Off-campus","NSFAS","Low","Near"
2238.80450541575,"Low","High","Off-campus","NSFAS","Low","Near"
2692.50099849275,"Low","High","Off-campus","NSFAS","Low","Near"
2518.31346583871,"Low","High","Off-campus","NSFAS","Low","Near"
2368.04168810369,"Low","High","Off-campus","NSFAS","Low","Near"
1973.06067061583,"Low","High","Off-campus","NSFAS","Low","Near"
2356.52505633156,"Low","High","Off-campus","NSFAS","Low","Near"
2270.89603295075,"High","High","Off-campus","NSFAS","Low","Near"
2324.41337161985,"High","High","Off-campus","NSFAS","Low","Near"
2054.61019323608,"High","High","Off-campus","NSFAS","Low","Near"
2474.66451095748,"High","High","Off-campus","NSFAS","Low","Near"
2090.26088992324,"High","High","Off-campus","NSFAS","Low","Near"
2293.4445046394,"High","High","Off-campus","NSFAS","Low","Near"
2445.35645736284,"High","High","Off-campus","NSFAS","Low","Near"
2154.12105274674,"High","High","Off-campus","NSFAS","Low","Near"
2495.74785142002,"High","High","Off-campus","NSFAS","Low","Near"
2020.87239958708,"High","High","Off-campus","NSFAS","Low","Near"
1647.55633025986,"High","High","Off-campus","NSFAS","Low","Near"
2466.24199769646,"High","High","Off-campus","NSFAS","Low","Near"
2560.13495674025,"High","High","Off-campus","NSFAS","Low","Near"
2278.53864410215,"High","High","Off-campus","NSFAS","Low","Near"
2476.0315636479,"High","High","Off-campus","NSFAS","Low","Near"
2061.02086872908,"High","High","Off-campus","NSFAS","Low","Near"
2318.21284829358,"High","High","Off-campus","NSFAS","Low","Near"
1864.62040598985,"High","High","Off-campus","NSFAS","Low","Near"
2645.29522285963,"High","High","Off-campus","NSFAS","Low","Near"
2814.97771538579,"High","High","Off-campus","NSFAS","Low","Near"
3718.5030650705,"Low","Low","Apartment","NSFAS","Low","Near"
3443.16325839656,"Low","Low","Apartment","NSFAS","Low","Near"
3441.66741443102,"Low","Low","Apartment","NSFAS","Low","Near"
3070.98309421223,"Low","Low","Apartment","NSFAS","Low","Near"
3647.59633597206,"Low","Low","Apartment","NSFAS","Low","Near"
3397.31645482706,"Low","Low","Apartment","NSFAS","Low","Near"
3285.81426865973,"Low","Low","Apartment","NSFAS","Low","Near"
3096.99355183542,"Low","Low","Apartment","NSFAS","Low","Near"
3375.05937583843,"Low","Low","Apartment","NSFAS","Low","Near"
3237.73471624582,"Low","Low","Apartment","NSFAS","Low","Near"
3350.74236991804,"Low","Low","Apartment","NSFAS","Low","Near"
3145.6000030591,"Low","Low","Apartment","NSFAS","Low","Near"
3871.89737073642,"Low","Low","Apartment","NSFAS","Low","Near"
3445.99936819801,"Low","Low","Apartment","NSFAS","Low","Near"
3718.7362693181,"Low","Low","Apartment","NSFAS","Low","Near"
2799.57508243559,"Low","Low","Apartment","NSFAS","Low","Near"
3336.70054250129,"Low","Low","Apartment","NSFAS","Low","Near"
3281.12942710198,"Low","Low","Apartment","NSFAS","Low","Near"
3144.26845515852,"Low","Low","Apartment","NSFAS","Low","Near"
3836.65228855602,"Low","Low","Apartment","NSFAS","Low","Near"
3096.17952005763,"High","Low","Apartment","NSFAS","Low","Near"
3529.59756510201,"High","Low","Apartment","NSFAS","Low","Near"
3661.60907139492,"High","Low","Apartment","NSFAS","Low","Near"
3494.54754710451,"High","Low","Apartment","NSFAS","Low","Near"
3231.18613062612,"High","Low","Apartment","NSFAS","Low","Near"
3685.29145168104,"High","Low","Apartment","NSFAS","Low","Near"
3492.64702046021,"High","Low","Apartment","NSFAS","Low","Near"
3184.12552340449,"High","Low","Apartment","NSFAS","Low","Near"
3102.98773809948,"High","Low","Apartment","NSFAS","Low","Near"
3971.67935862329,"High","Low","Apartment","NSFAS","Low","Near"
3280.37421364539,"High","Low","Apartment","NSFAS","Low","Near"
2986.10708652049,"High","Low","Apartment","NSFAS","Low","Near"
3583.31484068841,"High","Low","Apartment","NSFAS","Low","Near"
3527.55756401522,"High","Low","Apartment","NSFAS","Low","Near"
3111.54141606935,"High","Low","Apartment","NSFAS","Low","Near"
2964.26089660451,"High","Low","Apartment","NSFAS","Low","Near"
3420.92437071035,"High","Low","Apartment","NSFAS","Low","Near"
3734.84907292736,"High","Low","Apartment","NSFAS","Low","Near"
3609.03100879554,"High","Low","Apartment","NSFAS","Low","Near"
3326.76564395951,"High","Low","Apartment","NSFAS","Low","Near"
2941.45294210391,"Low","Medium","Apartment","NSFAS","Low","Near"
3217.76668918764,"Low","Medium","Apartment","NSFAS","Low","Near"
3189.33833680404,"Low","Medium","Apartment","NSFAS","Low","Near"
3307.42793667318,"Low","Medium","Apartment","NSFAS","Low","Near"
3051.05051242778,"Low","Medium","Apartment","NSFAS","Low","Near"
3374.83851330078,"Low","Medium","Apartment","NSFAS","Low","Near"
2942.29711816594,"Low","Medium","Apartment","NSFAS","Low","Near"
3067.36382497001,"Low","Medium","Apartment","NSFAS","Low","Near"
3335.20363093148,"Low","Medium","Apartment","NSFAS","Low","Near"
3397.49290215678,"Low","Medium","Apartment","NSFAS","Low","Near"
2665.37382463666,"Low","Medium","Apartment","NSFAS","Low","Near"
3176.79760175404,"Low","Medium","Apartment","NSFAS","Low","Near"
3302.19475293366,"Low","Medium","Apartment","NSFAS","Low","Near"
2787.29392162734,"Low","Medium","Apartment","NSFAS","Low","Near"
3270.1563999688,"Low","Medium","Apartment","NSFAS","Low","Near"
2942.9564324008,"Low","Medium","Apartment","NSFAS","Low","Near"
3405.06325304111,"Low","Medium","Apartment","NSFAS","Low","Near"
3284.62050802566,"Low","Medium","Apartment","NSFAS","Low","Near"
3342.2630737489,"Low","Medium","Apartment","NSFAS","Low","Near"
3180.17983232176,"Low","Medium","Apartment","NSFAS","Low","Near"
3365.91210853944,"High","Medium","Apartment","NSFAS","Low","Near"
3495.12863207863,"High","Medium","Apartment","NSFAS","Low","Near"
3641.56200386391,"High","Medium","Apartment","NSFAS","Low","Near"
3142.90123631273,"High","Medium","Apartment","NSFAS","Low","Near"
2587.7372274169,"High","Medium","Apartment","NSFAS","Low","Near"
3157.8815011485,"High","Medium","Apartment","NSFAS","Low","Near"
3201.39030211249,"High","Medium","Apartment","NSFAS","Low","Near"
3111.1636632139,"High","Medium","Apartment","NSFAS","Low","Near"
3292.07215519427,"High","Medium","Apartment","NSFAS","Low","Near"
3402.66949112857,"High","Medium","Apartment","NSFAS","Low","Near"
3020.50439245804,"High","Medium","Apartment","NSFAS","Low","Near"
3076.47616821097,"High","Medium","Apartment","NSFAS","Low","Near"
3249.46055220008,"High","Medium","Apartment","NSFAS","Low","Near"
3012.44406462772,"High","Medium","Apartment","NSFAS","Low","Near"
3172.81684587206,"High","Medium","Apartment","NSFAS","Low","Near"
2659.57310027867,"High","Medium","Apartment","NSFAS","Low","Near"
2870.02506965059,"High","Medium","Apartment","NSFAS","Low","Near"
2818.06113109897,"High","Medium","Apartment","NSFAS","Low","Near"
2936.59407581819,"High","Medium","Apartment","NSFAS","Low","Near"
2976.67386801733,"High","Medium","Apartment","NSFAS","Low","Near"
2945.57628563659,"Low","High","Apartment","NSFAS","Low","Near"
3095.52825063066,"Low","High","Apartment","NSFAS","Low","Near"
2668.15411772812,"Low","High","Apartment","NSFAS","Low","Near"
2600.7902544055,"Low","High","Apartment","NSFAS","Low","Near"
2589.57778525262,"Low","High","Apartment","NSFAS","Low","Near"
2746.35281840908,"Low","High","Apartment","NSFAS","Low","Near"
2790.24273296186,"Low","High","Apartment","NSFAS","Low","Near"
2970.90438345957,"Low","High","Apartment","NSFAS","Low","Near"
2769.6687894579,"Low","High","Apartment","NSFAS","Low","Near"
2330.37768278499,"Low","High","Apartment","NSFAS","Low","Near"
2827.14143111247,"Low","High","Apartment","NSFAS","Low","Near"
3146.79670266289,"Low","High","Apartment","NSFAS","Low","Near"
3147.90031712758,"Low","High","Apartment","NSFAS","Low","Near"
2652.75919547219,"Low","High","Apartment","NSFAS","Low","Near"
2463.05586409061,"Low","High","Apartment","NSFAS","Low","Near"
3464.51512296632,"Low","High","Apartment","NSFAS","Low","Near"
2809.39451438015,"Low","High","Apartment","NSFAS","Low","Near"
2825.6371874736,"Low","High","Apartment","NSFAS","Low","Near"
2955.14354717454,"Low","High","Apartment","NSFAS","Low","Near"
2446.49013584522,"Low","High","Apartment","NSFAS","Low","Near"
2667.94522220218,"High","High","Apartment","NSFAS","Low","Near"
2464.8893986775,"High","High","Apartment","NSFAS","Low","Near"
2676.72634649735,"High","High","Apartment","NSFAS","Low","Near"
2879.71235825114,"High","High","Apartment","NSFAS","Low","Near"
2508.82263550327,"High","High","Apartment","NSFAS","Low","Near"
2997.49566984183,"High","High","Apartment","NSFAS","Low","Near"
2922.33600720433,"High","High","Apartment","NSFAS","Low","Near"
